year,species_code,comp_type,iss_age,region
1990,10110,female,93.39076999729345,goa
1990,10110,male,36.6870283751171,goa
1990,10110,total,107.6064519208646,goa
1990,10130,female,35.03977570549243,goa
1990,10130,male,31.9020463113832,goa
1990,10130,total,70.2995696398953,goa
1990,10180,female,44.823321815792625,goa
1990,10180,male,26.95160485062777,goa
1990,10180,total,68.71310484034906,goa
1990,21720,female,77.98815299318834,goa
1990,21720,male,61.77339190497802,goa
1990,21720,total,100.08413073049542,goa
1990,21740,female,105.97503809255424,goa
1990,21740,male,78.16315949786237,goa
1990,21740,total,108.81891370559936,goa
1990,30060,female,104.86108809958864,goa
1990,30060,male,152.5410751785518,goa
1990,30060,total,153.47031167113633,goa
1990,30420,female,38.03059115211157,goa
1990,30420,male,30.9237386327647,goa
1990,30420,total,56.99725858040157,goa
1993,10110,female,242.1230245681369,goa
1993,10110,male,152.3304324900384,goa
1993,10110,total,363.8439893316203,goa
1993,10130,female,64.24500687436381,goa
1993,10130,male,42.08796394261067,goa
1993,10130,total,102.7799407946249,goa
1993,10180,female,57.91116894292909,goa
1993,10180,male,37.357469671160686,goa
1993,10180,total,89.68536404681106,goa
1993,21720,female,113.71060544892084,goa
1993,21720,male,109.5163080359274,goa
1993,21720,total,159.6366693217815,goa
1993,21740,female,179.94403232823834,goa
1993,21740,male,138.75175480186084,goa
1993,21740,total,190.2973749463976,goa
1993,30060,female,147.08395604219086,goa
1993,30060,male,166.76665531397924,goa
1993,30060,total,231.93671409244985,goa
1993,30420,female,22.819974677921262,goa
1993,30420,male,21.257490528807725,goa
1993,30420,total,45.14090481112036,goa
1996,10110,female,191.9964386700358,goa
1996,10110,male,112.75833961241509,goa
1996,10110,total,285.769675789012,goa
1996,10130,female,99.13590020235765,goa
1996,10130,male,66.49314111699822,goa
1996,10130,total,148.43251030448732,goa
1996,10180,female,83.65694437598412,goa
1996,10180,male,61.405036404839606,goa
1996,10180,total,139.68548975762894,goa
1996,20510,female,76.0430554113462,goa
1996,20510,male,72.31362881963112,goa
1996,20510,total,116.35714878192502,goa
1996,21720,female,57.47736187964373,goa
1996,21720,male,27.10771403130481,goa
1996,21720,total,42.30234492752035,goa
1996,21740,female,82.21031577232124,goa
1996,21740,male,52.76844000762481,goa
1996,21740,total,38.97489011895321,goa
1996,30060,female,73.15231797892788,goa
1996,30060,male,69.68858615564724,goa
1996,30060,total,108.24348598302224,goa
1996,30420,female,62.871039001294264,goa
1996,30420,male,72.29807510045603,goa
1996,30420,total,131.72508903956847,goa
1999,10110,female,247.718230372206,goa
1999,10110,male,168.4518096365565,goa
1999,10110,total,384.7965759902579,goa
1999,10130,female,112.99967155608552,goa
1999,10130,male,83.84652138063404,goa
1999,10130,total,161.86710092198308,goa
1999,10180,female,75.40675375681748,goa
1999,10180,male,54.36022476464079,goa
1999,10180,total,117.57295187374702,goa
1999,20510,female,72.71488672457066,goa
1999,20510,male,77.27519327408872,goa
1999,20510,total,107.1273274543437,goa
1999,21720,female,122.99767327285215,goa
1999,21720,male,114.0595499807427,goa
1999,21720,total,178.9712490650381,goa
1999,21740,female,116.65115401284756,goa
1999,21740,male,67.59036710717157,goa
1999,21740,total,105.6112146442475,goa
1999,30060,female,77.68936673318296,goa
1999,30060,male,78.18327904271474,goa
1999,30060,total,110.73052742509137,goa
1999,30420,female,34.304832176687036,goa
1999,30420,male,40.1173225744452,goa
1999,30420,total,60.654323891974315,goa
2001,10110,female,384.5809115537266,goa
2001,10110,male,235.07241387417608,goa
2001,10110,total,535.4596053470007,goa
2001,10130,female,155.40857931297674,goa
2001,10130,male,137.08139285698294,goa
2001,10130,total,258.4798372751164,goa
2001,10180,female,122.56775176751678,goa
2001,10180,male,79.76983629767989,goa
2001,10180,total,191.16119030992456,goa
2001,21720,female,104.5676569979354,goa
2001,21720,male,101.809234217644,goa
2001,21720,total,129.37433307578974,goa
2001,21740,female,39.71857481671231,goa
2001,21740,male,31.318230604976875,goa
2001,21740,total,32.80751763939113,goa
2001,30420,female,53.036737059354806,goa
2001,30420,male,55.41554117779181,goa
2001,30420,total,100.6010263154325,goa
2003,10110,female,196.1594029015586,goa
2003,10110,male,162.1278898446176,goa
2003,10110,total,288.36986796999753,goa
2003,10130,female,96.54130390724588,goa
2003,10130,male,103.72656189146096,goa
2003,10130,total,197.2728090744862,goa
2003,10180,female,113.05613730585686,goa
2003,10180,male,82.71395837372438,goa
2003,10180,total,165.0120841281629,goa
2003,21720,female,148.60597921293376,goa
2003,21720,male,121.03650554089393,goa
2003,21720,total,213.89800874430088,goa
2003,21740,female,156.7237926786159,goa
2003,21740,male,133.2465889405253,goa
2003,21740,total,177.47825137660567,goa
2003,30060,female,161.42051504551395,goa
2003,30060,male,154.7643449898504,goa
2003,30060,total,253.3076435100085,goa
2003,30420,female,19.581411879024888,goa
2003,30420,male,25.09074101128459,goa
2003,30420,total,42.78841823744039,goa
2005,10110,female,180.77128727897903,goa
2005,10110,male,140.60861100277,goa
2005,10110,total,294.25623219545474,goa
2005,10130,female,101.78050352058028,goa
2005,10130,male,77.40452041730757,goa
2005,10130,total,155.77132597869814,goa
2005,10180,female,123.4559994881606,goa
2005,10180,male,91.46297841947312,goa
2005,10180,total,190.36450887311213,goa
2005,21720,female,62.341003099584896,goa
2005,21720,male,69.71960615719597,goa
2005,21720,total,87.13941535695837,goa
2005,21740,female,190.67505166641183,goa
2005,21740,male,142.4499667111112,goa
2005,21740,total,75.28839400911609,goa
2005,30060,female,169.31071121435218,goa
2005,30060,male,170.59077515894438,goa
2005,30060,total,280.9493596660574,goa
2005,30420,female,38.88409477359707,goa
2005,30420,male,50.01244844244861,goa
2005,30420,total,72.22296540162301,goa
2007,10110,female,181.71112885006085,goa
2007,10110,male,126.78629693629192,goa
2007,10110,total,290.99851244140535,goa
2007,10130,female,167.81329212647125,goa
2007,10130,male,120.78713584914114,goa
2007,10130,total,265.2666798067069,goa
2007,10180,female,86.52067224358298,goa
2007,10180,male,79.92619285347122,goa
2007,10180,total,154.76359175421814,goa
2007,21720,female,34.18773231400147,goa
2007,21720,male,39.5516621860242,goa
2007,21720,total,41.22857390455576,goa
2007,21740,female,81.61632574110577,goa
2007,21740,male,86.61429862168895,goa
2007,21740,total,96.84890532862444,goa
2007,30060,female,174.67950795957682,goa
2007,30060,male,153.07528643751917,goa
2007,30060,total,292.6179845581822,goa
2007,30420,female,118.60078936730766,goa
2007,30420,male,100.73956610015831,goa
2007,30420,total,194.91626107869,goa
2009,10110,female,193.52088921562657,goa
2009,10110,male,153.1929511379338,goa
2009,10110,total,301.19802299785584,goa
2009,10130,female,143.84901497287942,goa
2009,10130,male,116.6166741965859,goa
2009,10130,total,236.10742958128765,goa
2009,10180,female,119.06060993270574,goa
2009,10180,male,93.12933740588028,goa
2009,10180,total,197.52171289604027,goa
2009,21720,female,76.98908788243284,goa
2009,21720,male,68.12559438609317,goa
2009,21720,total,14.938110976339154,goa
2009,21740,female,106.31442916681164,goa
2009,21740,male,91.07273379891204,goa
2009,21740,total,70.71800361871819,goa
2009,30060,female,60.22855302150652,goa
2009,30060,male,43.918798395220506,goa
2009,30060,total,93.00579487079594,goa
2009,30420,female,117.74113781845396,goa
2009,30420,male,115.65597854112914,goa
2009,30420,total,210.43993108735535,goa
2011,10110,female,179.79737588065606,goa
2011,10110,male,141.59806620958486,goa
2011,10110,total,292.7397510337186,goa
2011,10130,female,121.43424013595848,goa
2011,10130,male,70.58103028025079,goa
2011,10130,total,162.7284341710478,goa
2011,10180,female,106.15675943961132,goa
2011,10180,male,78.23937575214836,goa
2011,10180,total,164.92275522122463,goa
2011,21720,female,96.20223093189796,goa
2011,21720,male,109.73947908017172,goa
2011,21720,total,133.9074110720396,goa
2011,21740,female,112.02070251406964,goa
2011,21740,male,86.3492180967125,goa
2011,21740,total,113.10280820691348,goa
2011,30060,female,121.49995144933575,goa
2011,30060,male,127.4667894620344,goa
2011,30060,total,188.6146158623692,goa
2011,30420,female,80.09164478850074,goa
2011,30420,male,57.52346452946711,goa
2011,30420,total,126.25104356307028,goa
2013,10110,female,181.0650916240932,goa
2013,10110,male,124.64267931442254,goa
2013,10110,total,281.416629933087,goa
2013,10130,female,112.4462839584356,goa
2013,10130,male,86.02715796663189,goa
2013,10130,total,195.4635500067827,goa
2013,10180,female,85.3137433498292,goa
2013,10180,male,81.75578855188603,goa
2013,10180,total,158.99431542627195,goa
2013,21720,female,77.04073644221654,goa
2013,21720,male,54.938075701845094,goa
2013,21720,total,71.9053626717039,goa
2013,21740,female,66.35058352897738,goa
2013,21740,male,64.44808148465532,goa
2013,21740,total,69.95338921770333,goa
2013,30060,female,153.4945910225871,goa
2013,30060,male,137.7488675875441,goa
2013,30060,total,247.32153168619817,goa
2013,30420,female,92.83779719049032,goa
2013,30420,male,78.92407965802362,goa
2013,30420,total,158.7598542614884,goa
2015,10110,female,153.13250818866976,goa
2015,10110,male,101.36715390327927,goa
2015,10110,total,235.8993830207209,goa
2015,10130,female,193.76629096836103,goa
2015,10130,male,147.69800099175578,goa
2015,10130,total,319.0239262549269,goa
2015,10180,female,98.80111569681216,goa
2015,10180,male,82.59029908401672,goa
2015,10180,total,170.19880153134443,goa
2015,21720,female,107.19864256096514,goa
2015,21720,male,104.2909174909794,goa
2015,21720,total,141.5500697032133,goa
2015,21740,female,105.15563044025905,goa
2015,21740,male,85.3269005900065,goa
2015,21740,total,109.54398839052855,goa
2015,30060,female,131.29838591915487,goa
2015,30060,male,134.99763266528947,goa
2015,30060,total,228.54306252405536,goa
2015,30420,female,103.3759758466478,goa
2015,30420,male,67.41077969273793,goa
2015,30420,total,158.62028233620435,goa
2017,10110,female,362.2486956561283,goa
2017,10110,male,141.07549826411528,goa
2017,10110,total,472.8377445884475,goa
2017,10130,female,84.65360326638498,goa
2017,10130,male,91.3494206447686,goa
2017,10130,total,169.99574701554735,goa
2017,10180,female,73.13792205594686,goa
2017,10180,male,89.01544610668451,goa
2017,10180,total,156.93230693472302,goa
2017,21720,female,63.63748099385731,goa
2017,21720,male,54.378336023644785,goa
2017,21720,total,94.88629510745886,goa
2017,21740,female,13.573235089929298,goa
2017,21740,male,15.985584839936095,goa
2017,21740,total,16.499679843682564,goa
2017,30060,female,170.11640894726008,goa
2017,30060,male,153.99267234328357,goa
2017,30060,total,277.1045330208324,goa
2017,30420,female,94.56216319523158,goa
2017,30420,male,79.0700281249611,goa
2017,30420,total,161.6451777049415,goa
2019,10110,female,369.2088892318544,goa
2019,10110,male,215.0217983097333,goa
2019,10110,total,541.5936372958786,goa
2019,10130,female,71.10212059114727,goa
2019,10130,male,75.63676655859989,goa
2019,10130,total,136.21664128344435,goa
2019,10180,female,67.31351110632446,goa
2019,10180,male,74.95894400441661,goa
2019,10180,total,136.91997253880146,goa
2019,21720,female,46.14026545112142,goa
2019,21720,male,50.2552513418703,goa
2019,21720,total,59.467200852898515,goa
2019,21740,female,98.74971180235086,goa
2019,21740,male,81.0714799161424,goa
2019,21740,total,80.19612533749664,goa
2019,30060,female,220.5689235128357,goa
2019,30060,male,228.55613832995752,goa
2019,30060,total,339.65521549331027,goa
2019,30420,female,83.86369218945701,goa
2019,30420,male,62.92586254498567,goa
2019,30420,total,143.54761182306908,goa
2021,10130,female,90.61257635070262,goa
2021,10130,male,88.55004018283068,goa
2021,10130,total,173.84594500935657,goa
2021,21720,female,117.07205498801002,goa
2021,21720,male,105.22733736857543,goa
2021,21720,total,166.19579801404407,goa
2021,21740,female,80.87769149927746,goa
2021,21740,male,75.4856083024896,goa
2021,21740,total,84.03877888890891,goa
2021,30060,female,180.7829546330005,goa
2021,30060,male,228.06256530625433,goa
2021,30060,total,339.2120039402706,goa
2021,30420,female,100.76296378438614,goa
2021,30420,male,105.02110982633374,goa
2021,30420,total,193.06696887396137,goa
1990,10200,female,56.32473750457839,goa
1990,10200,male,34.73566433617756,goa
1990,10200,total,88.17373494499269,goa
1993,10200,female,47.6381915044837,goa
1993,10200,male,34.2820400978294,goa
1993,10200,total,68.30205435962608,goa
1996,10200,female,78.29998348092677,goa
1996,10200,male,51.88679571985927,goa
1996,10200,total,127.0105036002052,goa
1996,10261,female,28.89603767467721,goa
1996,10261,male,16.166402741922127,goa
1996,10261,total,43.42844418843018,goa
1996,10262,female,44.62982074759985,goa
1996,10262,male,33.94542140882565,goa
1996,10262,total,67.63115293337377,goa
1999,10200,female,78.51159333802632,goa
1999,10200,male,71.70122371759268,goa
1999,10200,total,146.21372161712796,goa
1999,10261,female,70.73515336514589,goa
1999,10261,male,43.27976345289312,goa
1999,10261,total,100.2002354000696,goa
1999,10262,female,84.6343086922463,goa
1999,10262,male,50.753247337762595,goa
1999,10262,total,131.69309530989938,goa
2001,10200,female,142.6202384602675,goa
2001,10200,male,101.1265989926034,goa
2001,10200,total,212.1247637485169,goa
2001,10261,female,116.5794639907745,goa
2001,10261,male,90.44811282045998,goa
2001,10261,total,184.0595419669615,goa
2001,10262,female,145.31336285845975,goa
2001,10262,male,88.58422355817513,goa
2001,10262,total,221.1088714645449,goa
2003,10200,female,104.8554009710024,goa
2003,10200,male,92.83205923973722,goa
2003,10200,total,176.3611208246531,goa
2003,10261,female,111.09380540139128,goa
2003,10261,male,63.54846273034975,goa
2003,10261,total,153.3750749006589,goa
2003,10262,female,169.95150509384803,goa
2003,10262,male,90.04547689811828,goa
2003,10262,total,239.7642168353312,goa
2005,10200,female,110.89589601642034,goa
2005,10200,male,89.51449383569427,goa
2005,10200,total,188.2704572466758,goa
2005,10261,female,82.95199032716776,goa
2005,10261,male,57.04052301838056,goa
2005,10261,total,122.02962153478404,goa
2005,10262,female,101.38515010896758,goa
2005,10262,male,47.595092154622634,goa
2005,10262,total,132.95656432814354,goa
2007,10200,female,84.82143493747802,goa
2007,10200,male,67.90691896836195,goa
2007,10200,total,132.85452510021574,goa
2007,10261,female,99.13784107088398,goa
2007,10261,male,53.2260511122527,goa
2007,10261,total,139.69491828279868,goa
2007,10262,female,97.80180062589174,goa
2007,10262,male,71.27544788999961,goa
2007,10262,total,157.4895544581287,goa
2009,10200,female,109.84101574199065,goa
2009,10200,male,73.82084753907614,goa
2009,10200,total,158.8597126235429,goa
2009,10261,female,105.73616720517586,goa
2009,10261,male,49.49357286190125,goa
2009,10261,total,117.33572210082671,goa
2009,10262,female,114.61921287304595,goa
2009,10262,male,71.28414710986179,goa
2009,10262,total,162.7111901068145,goa
2011,10200,female,86.00051949938664,goa
2011,10200,male,81.3568141739295,goa
2011,10200,total,150.7137877273253,goa
2011,10261,female,69.25981029531681,goa
2011,10261,male,41.16321178888969,goa
2011,10261,total,102.11492624457875,goa
2011,10262,female,77.35128650078661,goa
2011,10262,male,48.318080208232104,goa
2011,10262,total,115.11535960738628,goa
2013,10200,female,103.27557684602276,goa
2013,10200,male,69.94950661937061,goa
2013,10200,total,149.54554004327414,goa
2013,10261,female,63.43383506562625,goa
2013,10261,male,42.872571975473505,goa
2013,10261,total,93.97042792264216,goa
2013,10262,female,94.54251681275318,goa
2013,10262,male,58.32033892473705,goa
2013,10262,total,142.042669451233,goa
2015,10200,female,56.539219976655176,goa
2015,10200,male,44.130981494041606,goa
2015,10200,total,93.75974115508376,goa
2015,10261,female,91.46159470737864,goa
2015,10261,male,69.85471760074849,goa
2015,10261,total,136.68166522324282,goa
2015,10262,female,97.68320618695807,goa
2015,10262,male,61.529762769652265,goa
2015,10262,total,147.60448065938877,goa
2017,10200,female,156.36370065381112,goa
2017,10200,male,114.85545981660036,goa
2017,10200,total,247.12581741601355,goa
2017,10261,female,130.29955536175646,goa
2017,10261,male,69.7882993118249,goa
2017,10261,total,167.26867092012046,goa
2017,10262,female,157.54216070578485,goa
2017,10262,male,99.35955310771908,goa
2017,10262,total,223.91568418291507,goa
2019,10200,female,197.311629859778,goa
2019,10200,male,140.6687664985695,goa
2019,10200,total,302.4463721139038,goa
2019,10262,female,231.37506514819552,goa
2019,10262,male,106.8044971802595,goa
2019,10262,total,317.01472911134573,goa
2021,10262,female,263.59611085558214,goa
2021,10262,male,114.03819510268605,goa
2021,10262,total,353.4862896218917,goa
1990,3005012,female,35.74630627525922,goa
1990,3005012,male,32.11268293275006,goa
1990,3005012,total,59.7733297995124,goa
1993,3005012,female,111.84679346658072,goa
1993,3005012,male,117.35536981635278,goa
1993,3005012,total,202.09910020570985,goa
1996,3005012,female,115.90395115166106,goa
1996,3005012,male,123.5216135771593,goa
1996,3005012,total,206.3632250245402,goa
1999,3005012,female,110.05340994925572,goa
1999,3005012,male,98.226193406724,goa
1999,3005012,total,179.63193628074794,goa
2003,3005012,female,91.66665099506368,goa
2003,3005012,male,87.01180185129168,goa
2003,3005012,total,166.26268638752256,goa
2005,3005012,female,86.84456440096027,goa
2005,3005012,male,95.20896766761072,goa
2005,3005012,total,168.02955547683447,goa
2007,3005012,female,91.41604106000284,goa
2007,3005012,male,73.10958828608739,goa
2007,3005012,total,152.7690946210215,goa
2009,3005012,female,151.26855425866228,goa
2009,3005012,male,146.13326927141577,goa
2009,3005012,total,272.58653857649267,goa
2011,3005012,female,66.66469664074471,goa
2011,3005012,male,77.13301015632204,goa
2011,3005012,total,131.82020557215063,goa
2013,3005012,female,158.85715011090323,goa
2013,3005012,male,155.2431858810291,goa
2013,3005012,total,276.2624081866858,goa
2015,3005012,female,85.06776593553937,goa
2015,3005012,male,82.82333815233908,goa
2015,3005012,total,165.52377135414253,goa
2017,3005012,female,80.73309965013286,goa
2017,3005012,male,80.15713172979541,goa
2017,3005012,total,145.9859652257687,goa
2019,3005012,female,32.86022961299993,goa
2019,3005012,male,32.56408715157331,goa
2019,3005012,total,57.042120323427696,goa
2021,3005012,female,52.86789308792442,goa
2021,3005012,male,49.89815246179872,goa
2021,3005012,total,100.70142375487576,goa
1990,301502,female,8.699585399876305,goa
1990,301502,male,8.327568401437512,goa
1990,301502,total,17.884418239767154,goa
1993,301502,female,39.410252381636894,goa
1993,301502,male,33.80133414337208,goa
1993,301502,total,47.43300866194242,goa
1996,301502,female,63.09211266722901,goa
1996,301502,male,69.68547558228006,goa
1996,301502,total,108.9491842860993,goa
1999,301502,female,34.332405511488226,goa
1999,301502,male,15.00794533461564,goa
1999,301502,total,45.00124136423417,goa
2001,301502,female,81.43607044822727,goa
2001,301502,male,60.51796699330917,goa
2001,301502,total,97.07177275227038,goa
2003,301502,female,7.732322738650278,goa
2003,301502,male,7.93299161104921,goa
2003,301502,total,10.94155022539752,goa
2005,301502,female,62.81502058173796,goa
2005,301502,male,56.85360578477449,goa
2005,301502,total,90.97580107291986,goa
2007,301502,female,77.2068481327218,goa
2007,301502,male,57.54997711190775,goa
2007,301502,total,104.60544007883271,goa
2009,301502,female,83.8448845654148,goa
2009,301502,male,62.44476027555229,goa
2009,301502,total,124.10663027986315,goa
2011,301502,female,85.7381218882996,goa
2011,301502,male,70.10575544001648,goa
2011,301502,total,142.3356377453051,goa
2013,301502,female,76.86122928173167,goa
2013,301502,male,77.26545394178402,goa
2013,301502,total,146.49746881932862,goa
2015,301502,female,111.20288471005944,goa
2015,301502,male,84.11078409343718,goa
2015,301502,total,177.43763265393568,goa
2017,301502,female,89.46812381523824,goa
2017,301502,male,61.62502384024124,goa
2017,301502,total,121.34319991715064,goa
2019,301502,female,93.1844282343737,goa
2019,301502,male,82.18209411968719,goa
2019,301502,total,156.0636874347147,goa
2021,301502,female,78.60902989869338,goa
2021,301502,male,66.34860618674364,goa
2021,301502,total,128.8858150636482,goa
1996,10261,female,19.933389901100163,cgoa
1996,10261,female,15.429672863079803,wgoa
1996,10261,male,3.697397775565636,cgoa
1996,10261,male,10.18477059357141,wgoa
1996,10261,total,21.551043789048386,cgoa
1996,10261,total,27.418479869048316,wgoa
1996,10262,female,32.754689600321306,cgoa
1996,10262,female,18.860842638600108,wgoa
1996,10262,male,22.336334460247116,cgoa
1996,10262,male,8.165154542896715,wgoa
1996,10262,total,50.052353276654216,cgoa
1996,10262,total,26.238048765792076,wgoa
1999,10261,female,30.51066902904554,cgoa
1999,10261,female,51.21590361714909,wgoa
1999,10261,male,20.624117472635472,cgoa
1999,10261,male,32.24666361454267,wgoa
1999,10261,total,45.19738201749765,cgoa
1999,10261,total,76.23219886673154,wgoa
1999,10262,female,50.88122490730172,cgoa
1999,10262,female,37.77909744745999,wgoa
1999,10262,male,35.42338567761802,cgoa
1999,10262,male,13.5231070113063,wgoa
1999,10262,total,79.56540389335366,cgoa
1999,10262,total,53.30574470093086,wgoa
2001,10261,female,74.72524878938981,cgoa
2001,10261,female,56.34236863971918,wgoa
2001,10261,male,48.37646473791706,cgoa
2001,10261,male,46.13319454451061,wgoa
2001,10261,total,114.97219560143674,cgoa
2001,10261,total,88.93140569650679,wgoa
2001,10262,female,130.22805753456623,cgoa
2001,10262,female,33.76204450458544,wgoa
2001,10262,male,67.32364278475605,cgoa
2001,10262,male,22.835280022454914,wgoa
2001,10262,total,180.5844829771343,cgoa
2001,10262,total,55.89588139734387,wgoa
2003,10261,female,49.42669681100683,cgoa
2003,10261,female,63.430663121374465,wgoa
2003,10261,male,34.916439539655734,cgoa
2003,10261,male,32.98355086965602,wgoa
2003,10261,total,84.30600031136417,cgoa
2003,10261,total,79.48051224601458,wgoa
2003,10262,female,114.24418654302389,cgoa
2003,10262,female,49.13128388115462,wgoa
2003,10262,male,54.86000651170853,cgoa
2003,10262,male,32.98412461236362,wgoa
2003,10262,total,151.7015217526367,cgoa
2003,10262,total,74.80907704043227,wgoa
2005,10261,female,33.38107265332537,cgoa
2005,10261,female,56.00228626539628,wgoa
2005,10261,male,17.966315318334928,cgoa
2005,10261,male,34.39606160598485,wgoa
2005,10261,total,52.92225489792683,cgoa
2005,10261,total,77.17149944963148,wgoa
2005,10262,female,42.12971382165275,cgoa
2005,10262,female,12.848870241117345,egoa
2005,10262,female,48.403692810826904,wgoa
2005,10262,male,20.170238154286853,cgoa
2005,10262,male,4.897270126942794,egoa
2005,10262,male,24.74820347961448,wgoa
2005,10262,total,55.39105476846535,cgoa
2005,10262,total,17.33661101249155,egoa
2005,10262,total,65.20354777763431,wgoa
2007,10261,female,38.366916767529744,cgoa
2007,10261,female,57.411293251874405,wgoa
2007,10261,male,20.85102248569802,cgoa
2007,10261,male,34.75092997730735,wgoa
2007,10261,total,52.71910937732498,cgoa
2007,10261,total,85.27481363338028,wgoa
2007,10262,female,64.70261799993838,cgoa
2007,10262,female,43.40188792689481,wgoa
2007,10262,male,40.650318715511254,cgoa
2007,10262,male,31.046454701336284,wgoa
2007,10262,total,98.71819401740794,cgoa
2007,10262,total,70.57868973096248,wgoa
2009,10261,female,50.50580271307344,cgoa
2009,10261,female,53.60093612604863,wgoa
2009,10261,male,41.882070698479986,cgoa
2009,10261,male,30.701893924257508,wgoa
2009,10261,total,76.6795285649946,cgoa
2009,10261,total,68.66097777220236,wgoa
2009,10262,female,80.02156757114369,cgoa
2009,10262,female,15.106139477202433,egoa
2009,10262,female,39.42995242068562,wgoa
2009,10262,male,45.20091913120801,cgoa
2009,10262,male,26.687867387964527,wgoa
2009,10262,total,104.61748649924176,cgoa
2009,10262,total,8.118752017550637,egoa
2009,10262,total,60.722944280497266,wgoa
2011,10261,female,32.12537220616684,cgoa
2011,10261,female,9.401712675394386,egoa
2011,10261,female,40.90669142076641,wgoa
2011,10261,male,22.061931042632192,cgoa
2011,10261,male,27.37253203009168,wgoa
2011,10261,total,52.16730862793094,cgoa
